CustomerID,total_spend,avg_order_value,num_transactions,num_products,first_purchase,last_purchase,lifespan_days
12377,1628.12,814.06,2,72,2010-12-20 09:37:00,2011-01-28 15:45:00,39
12378,4008.62,4008.62,1,219,2011-08-02 10:34:00,2011-08-02 10:34:00,0
12379,850.29,283.43,3,39,2011-06-22 16:32:00,2011-09-19 10:09:00,88
12380,2720.56,544.112,5,77,2011-06-07 09:49:00,2011-11-18 11:27:00,164
12381,1803.96,300.66,6,70,2011-08-12 09:57:00,2011-12-05 12:44:00,115
12383,1839.31,306.5516666666667,6,84,2010-12-22 14:28:00,2011-06-08 08:02:00,167
12384,566.16,188.72,3,26,2011-08-10 11:23:00,2011-11-11 08:39:00,92
12386,401.9,200.95,2,10,2010-12-08 09:53:00,2011-01-06 12:37:00,29
12388,2780.66,463.4433333333334,6,57,2011-01-17 11:12:00,2011-11-24 12:30:00,311
12390,549.84,549.84,1,32,2011-09-21 09:33:00,2011-09-21 09:33:00,0
12391,460.89,460.89,1,92,2011-11-18 12:07:00,2011-11-18 12:07:00,0
12393,1582.6000000000001,395.65000000000003,4,47,2011-01-11 09:47:00,2011-09-28 15:41:00,260
12394,1272.48,636.24,2,26,2011-05-06 14:01:00,2011-10-07 08:08:00,153
12395,2998.28,199.88533333333334,15,91,2010-12-03 16:35:00,2011-11-24 12:20:00,355
12397,2409.9,1204.9500000000003,2,110,2011-07-27 14:21:00,2011-11-04 09:52:00,99
12398,1635.6599999999999,1635.6599999999999,1,85,2011-10-25 10:27:00,2011-10-25 10:27:00,0
12399,1108.65,277.1625,4,47,2011-03-23 09:42:00,2011-08-12 13:15:00,142
12401,84.3,84.3,1,5,2011-02-09 13:50:00,2011-02-09 13:50:00,0
12402,225.6,225.6,1,11,2011-01-20 13:49:00,2011-01-20 13:49:00,0
12403,409.7,204.85,2,5,2011-10-21 10:51:00,2011-10-21 11:00:00,0
12405,1710.39,1710.3900000000003,1,54,2011-07-14 08:52:00,2011-07-14 08:52:00,0
12406,3280.75,1093.5833333333335,3,92,2011-06-09 10:23:00,2011-11-17 19:22:00,161
12407,1708.1200000000001,341.6239999999999,5,57,2011-03-20 13:21:00,2011-10-21 10:11:00,214
12408,2842.57,315.8411111111111,9,81,2011-03-24 14:46:00,2011-11-07 12:30:00,227
12409,11056.93,1579.5614285714287,7,91,2011-06-10 12:19:00,2011-09-22 10:38:00,103
12410,681.0799999999999,227.02666666666664,3,26,2011-02-04 10:38:00,2011-02-11 15:47:00,7
12412,1226.88,408.96000000000004,3,43,2011-06-23 13:51:00,2011-09-26 10:16:00,94
12413,694.15,138.83,5,29,2011-01-06 16:12:00,2011-10-04 09:00:00,270
12414,562.41,187.47,3,16,2011-02-02 14:51:00,2011-05-06 14:51:00,93
12415,123725.45,4758.671153846154,26,444,2011-01-06 11:12:00,2011-11-15 14:22:00,313
12417,3578.8,298.23333333333335,12,158,2010-12-17 11:51:00,2011-12-06 14:52:00,354
12418,668.58,668.58,1,34,2011-08-19 11:08:00,2011-08-19 11:08:00,0
12420,600.39,600.3900000000001,1,29,2011-10-07 08:55:00,2011-10-07 08:55:00,0
12421,806.27,161.25400000000002,5,33,2011-01-24 15:09:00,2011-11-24 09:07:00,303
12422,803.5600000000001,267.8533333333333,3,39,2011-01-19 09:13:00,2011-09-05 09:48:00,229
12423,1849.11,205.45666666666668,9,97,2010-12-21 10:54:00,2011-12-09 10:10:00,352
12424,1760.96,880.4799999999998,2,30,2011-06-30 12:06:00,2011-06-30 12:06:00,0
12425,777.2,777.1999999999999,1,36,2011-09-22 17:31:00,2011-09-22 17:31:00,0
12426,582.73,582.73,1,30,2011-05-29 12:26:00,2011-05-29 12:26:00,0
12427,708.37,141.674,5,26,2010-12-03 10:44:00,2011-11-28 10:48:00,360
12428,7877.2,656.4333333333333,12,258,2011-03-01 09:33:00,2011-11-14 08:22:00,257
12429,3750.4,937.6,4,82,2010-12-09 12:05:00,2011-11-30 17:22:00,356
12430,256.4,256.4,1,11,2011-10-27 15:09:00,2011-10-27 15:09:00,0
12431,6416.39,356.4661111111111,18,163,2010-12-01 10:03:00,2011-11-04 11:55:00,338
12432,5059.32,1011.8639999999998,5,107,2011-06-20 13:27:00,2011-10-28 11:43:00,129
12433,13375.87,1910.8385714285716,7,219,2010-12-01 13:24:00,2011-12-09 10:02:00,372
12434,765.19,191.29749999999999,4,49,2010-12-14 11:12:00,2011-09-16 12:38:00,276
12435,7829.89,3914.9450000000006,2,31,2011-03-17 07:40:00,2011-09-21 09:06:00,188
12436,509.01,509.01000000000005,1,16,2011-09-01 12:09:00,2011-09-01 12:09:00,0
12437,4896.66,257.718947368421,19,118,2011-01-12 14:13:00,2011-12-08 11:35:00,329
12438,2906.85,1453.4250000000002,2,84,2011-07-22 13:29:00,2011-11-25 13:28:00,125
12441,173.55,173.55,1,11,2010-12-08 10:45:00,2010-12-08 10:45:00,0
12442,172.06,172.06,1,12,2011-12-06 14:22:00,2011-12-06 14:22:00,0
12444,5005.46,1001.092,5,138,2011-06-21 14:00:00,2011-11-18 13:23:00,149
12445,133.4,133.4,1,4,2011-11-17 18:43:00,2011-11-17 18:43:00,0
12446,1002.3100000000001,1002.3100000000001,1,57,2011-10-13 12:50:00,2011-10-13 12:50:00,0
12447,476.49,476.49,1,26,2011-04-10 13:25:00,2011-04-10 13:25:00,0
12448,449.45,449.4500000000001,1,22,2011-10-26 13:46:00,2011-10-26 13:46:00,0
12449,4067.29,1016.8225000000001,4,118,2011-06-05 15:37:00,2011-11-17 13:46:00,164
12450,197.88,98.94,2,7,2011-06-19 14:36:00,2011-07-06 14:41:00,17
12451,8933.52,1488.92,6,265,2011-01-19 09:05:00,2011-11-29 08:40:00,313
12452,428.57,142.85666666666665,3,21,2011-11-23 08:05:00,2011-11-23 10:28:00,0
12453,707.09,707.0899999999999,1,43,2011-07-28 14:08:00,2011-07-28 14:08:00,0
12454,5.684341886080802e-14,-2.842170943040401e-14,2,15,2011-10-14 17:13:00,2011-10-17 15:07:00,2
12455,2466.86,411.14333333333326,6,85,2011-02-16 09:56:00,2011-09-27 15:31:00,223
12456,3153.89,788.4725,4,105,2011-03-30 09:12:00,2011-10-26 14:41:00,210
12457,1917.78,159.815,12,53,2011-04-14 18:57:00,2011-10-12 13:46:00,180
12458,947.4,473.7,2,35,2011-02-28 10:55:00,2011-09-29 15:25:00,213
12461,826.88,413.44,2,35,2011-07-08 10:23:00,2011-09-06 16:57:00,60
12462,1124.01,281.00249999999994,4,51,2011-02-09 14:44:00,2011-12-07 14:02:00,300
12463,1303.63,186.23285714285717,7,66,2011-04-12 12:47:00,2011-10-24 13:43:00,195
12464,1212.05,151.50625,8,6,2011-02-03 13:30:00,2011-11-29 13:33:00,299
12465,733.89,244.63,3,46,2011-06-23 13:37:00,2011-12-02 11:34:00,161
12468,724.0400000000001,241.34666666666666,3,36,2011-01-27 13:29:00,2011-07-19 13:42:00,173
12471,18740.92,382.46775510204077,49,152,2010-12-02 10:37:00,2011-12-07 15:43:00,370
12472,6229.48,479.1907692307692,13,226,2010-12-01 14:33:00,2011-11-09 11:33:00,342
12473,2848.23,316.46999999999997,9,140,2011-06-01 10:15:00,2011-11-10 13:48:00,162
12474,7116.47,237.21566666666664,30,253,2010-12-06 12:00:00,2011-11-22 14:39:00,351
12475,723.38,723.3799999999999,1,36,2011-10-17 10:10:00,2011-10-17 10:10:00,0
12476,6546.58,327.329,20,177,2010-12-13 14:37:00,2011-12-08 14:08:00,359
12477,13117.01,1457.4455555555555,9,192,2011-02-01 11:09:00,2011-11-17 09:51:00,288
12478,680.99,680.9900000000001,1,36,2011-12-06 09:56:00,2011-12-06 09:56:00,0
12479,477.3,159.1,3,31,2011-11-28 13:26:00,2011-12-06 09:25:00,7
12480,3281.63,820.4074999999999,4,129,2011-01-07 15:27:00,2011-11-11 14:52:00,307
12481,5590.86,508.26000000000005,11,150,2010-12-09 10:13:00,2011-11-17 08:29:00,342
12483,2327.13,179.01000000000002,13,46,2011-01-04 14:20:00,2011-11-22 17:03:00,322
12484,4495.27,561.90875,8,256,2011-01-07 14:04:00,2011-11-07 11:37:00,303
12488,1298.66,432.88666666666677,3,46,2011-09-25 10:34:00,2011-11-30 08:50:00,65
12489,334.93,334.92999999999995,1,15,2011-01-07 13:13:00,2011-01-07 13:13:00,0
12490,5417.93,541.793,10,131,2011-01-14 09:13:00,2011-12-04 16:07:00,324
12491,460.40000000000003,460.40000000000003,1,25,2011-11-01 12:18:00,2011-11-01 12:18:00,0
12492,263.21000000000004,131.605,2,19,2011-08-26 14:51:00,2011-10-07 15:15:00,42
12493,416.79,138.93,3,20,2011-05-26 14:53:00,2011-06-27 10:17:00,31
12494,1139.3500000000001,87.64230769230768,13,63,2010-12-09 11:31:00,2011-11-30 09:21:00,355
12497,1043.1,1043.1,1,14,2011-09-19 12:29:00,2011-09-19 12:29:00,0
12498,403.70000000000005,134.56666666666666,3,21,2011-10-13 09:30:00,2011-11-18 12:53:00,36
12500,4206.27,323.5592307692308,13,34,2011-01-10 09:48:00,2011-11-16 16:20:00,310
12501,2089.68,1044.84,2,149,2011-01-07 12:28:00,2011-01-28 13:54:00,21
12502,3723.87,744.774,5,102,2011-02-03 10:41:00,2011-09-05 11:52:00,214
12503,-1126.0,-1126.0,1,1,2011-01-06 11:51:00,2011-01-06 11:51:00,0
12504,114.0,28.500000000000007,4,6,2011-11-09 14:56:00,2011-11-21 16:02:00,12
12505,-4.5,-4.5,1,1,2011-02-11 13:39:00,2011-02-11 13:39:00,0
12506,73.5,73.50000000000001,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0
12507,1258.06,314.515,4,19,2011-02-14 09:24:00,2011-07-28 17:09:00,164
12508,398.27,199.135,2,57,2011-11-10 16:27:00,2011-11-13 15:37:00,2
12509,176.5,176.5,1,7,2011-02-28 14:45:00,2011-02-28 14:45:00,0
12510,982.5699999999999,491.28499999999997,2,29,2011-01-18 14:04:00,2011-07-20 10:15:00,182
12512,138.03,69.015,2,31,2011-10-04 14:53:00,2011-10-04 14:55:00,0
12513,586.79,293.39500000000004,2,35,2011-08-19 10:51:00,2011-09-16 12:45:00,28
12514,1017.68,1017.6800000000001,1,51,2011-03-17 16:38:00,2011-03-17 16:38:00,0
12515,383.7,383.70000000000005,1,16,2010-12-21 15:43:00,2010-12-21 15:43:00,0
12516,1312.06,656.03,2,20,2011-06-12 11:37:00,2011-09-23 09:13:00,102
12517,2464.89,410.81500000000005,6,232,2011-06-02 15:13:00,2011-11-11 14:04:00,161
12518,2056.89,411.378,5,84,2011-08-21 13:18:00,2011-12-09 10:13:00,109
12519,340.84,340.84000000000003,1,17,2011-10-07 09:26:00,2011-10-07 09:26:00,0
12520,2582.51,430.41833333333335,6,121,2011-03-11 11:35:00,2011-09-21 15:23:00,194
12521,599.68,599.68,1,38,2011-07-20 10:51:00,2011-07-20 10:51:00,0
12522,192.72,96.36000000000001,2,11,2011-10-19 14:41:00,2011-10-31 15:30:00,12
12523,1745.57,134.27461538461537,13,84,2011-01-12 09:43:00,2011-12-08 11:46:00,330
12524,4485.72,560.7149999999999,8,113,2011-01-10 10:35:00,2011-11-30 15:31:00,324
12526,1316.66,438.88666666666677,3,64,2011-09-06 14:19:00,2011-12-09 12:09:00,93
12527,348.71000000000004,116.23666666666668,3,18,2011-01-18 12:05:00,2011-09-19 11:55:00,243
12528,1922.28,240.285,8,50,2011-01-31 09:05:00,2011-11-30 14:40:00,303
12530,1623.63,324.72600000000006,5,51,2011-01-07 10:04:00,2011-10-11 12:34:00,277
12531,125.22,125.22,1,17,2011-11-25 11:12:00,2011-11-25 11:12:00,0
12532,349.83000000000004,349.83000000000004,1,16,2011-11-09 13:47:00,2011-11-09 13:47:00,0
12534,1089.18,1089.18,1,63,2011-08-01 10:26:00,2011-08-01 10:26:00,0
12535,716.35,358.175,2,28,2011-06-06 12:47:00,2011-09-09 08:48:00,94
12536,4106.82,821.3639999999999,5,260,2011-10-11 14:52:00,2011-12-02 12:43:00,51
12538,363.95,363.95,1,21,2011-11-10 17:16:00,2011-11-10 17:16:00,0
12539,3852.5,770.5,5,158,2011-01-10 09:11:00,2011-11-17 13:30:00,311
12540,13309.039999999999,700.4757894736841,19,278,2010-12-13 09:39:00,2011-11-20 11:31:00,342
12541,981.18,327.06000000000006,3,46,2011-03-04 09:32:00,2011-11-10 10:40:00,251
12544,355.7,177.85000000000002,2,19,2011-11-03 16:15:00,2011-11-10 11:12:00,6
12545,1000.39,500.195,2,42,2011-03-25 12:04:00,2011-09-25 13:39:00,184
12546,1141.5,380.5,3,59,2011-09-23 09:44:00,2011-10-24 12:09:00,31
12547,207.79999999999998,103.9,2,7,2011-03-04 12:46:00,2011-05-26 12:38:00,82
12548,95.19999999999999,95.19999999999999,1,5,2011-06-26 15:35:00,2011-06-26 15:35:00,0
12550,964.83,964.83,1,57,2011-09-21 14:35:00,2011-09-21 14:35:00,0
12551,168.0,168.0,1,10,2010-12-17 11:23:00,2010-12-17 11:23:00,0
12552,437.82,218.91,2,20,2011-10-31 12:11:00,2011-11-01 10:02:00,0
12553,3652.25,260.875,14,95,2011-01-14 10:42:00,2011-12-01 16:38:00,321
12556,603.71,301.85499999999996,2,100,2011-07-11 13:35:00,2011-10-20 13:06:00,100
12557,11990.960000000001,2398.192,5,15,2010-12-03 12:20:00,2011-11-23 16:59:00,355
12558,1.0658141036401503e-14,1.3322676295501878e-14,2,11,2011-12-02 10:41:00,2011-12-08 10:14:00,5
12559,536.21,178.73666666666665,3,21,2011-01-24 10:12:00,2011-02-02 09:49:00,8
12560,2101.39,525.3475000000001,4,92,2011-07-19 15:55:00,2011-12-04 13:54:00,137
12561,238.85,238.85,1,16,2011-02-10 11:39:00,2011-02-10 11:39:00,0
12562,3781.7400000000002,540.2485714285714,7,99,2011-05-25 12:44:00,2011-12-01 17:20:00,190
12564,456.9,456.90000000000003,1,21,2011-03-23 14:55:00,2011-03-23 14:55:00,0
12565,131.17,65.58500000000001,2,9,2011-02-24 10:34:00,2011-03-03 11:43:00,7
12566,346.7,173.35,2,19,2011-09-14 14:30:00,2011-09-28 09:57:00,13
12567,9114.94,828.6309090909091,11,323,2010-12-05 11:57:00,2011-11-17 11:02:00,346
12569,4064.9900000000002,116.14257142857143,35,92,2011-04-01 13:47:00,2011-12-07 16:24:00,250
12571,519.61,259.805,2,31,2011-08-10 12:35:00,2011-10-31 10:19:00,81
12572,1004.72,334.90666666666664,3,53,2011-10-19 08:20:00,2011-12-01 09:20:00,43
12573,160.54000000000002,160.54,1,26,2011-04-26 15:52:00,2011-04-26 15:52:00,0
12574,218.45,218.45000000000002,1,11,2011-01-28 09:20:00,2011-01-28 09:20:00,0
12576,1306.98,217.83,6,72,2011-02-08 11:31:00,2011-11-04 10:11:00,268
12577,595.4,148.85,4,137,2010-12-15 16:21:00,2011-11-04 13:28:00,323
12578,2753.36,688.34,4,112,2011-01-05 10:46:00,2011-11-18 13:30:00,317
12579,410.72,136.90666666666667,3,29,2011-09-22 17:15:00,2011-09-27 13:57:00,4
12580,415.7,415.70000000000005,1,24,2011-04-07 10:24:00,2011-04-07 10:24:00,0
12581,197.71,197.70999999999998,1,15,2011-10-31 08:56:00,2011-10-31 08:56:00,0
12582,511.36,255.67999999999995,2,21,2011-02-24 11:42:00,2011-04-15 08:45:00,49
12583,7187.34,399.2966666666667,18,115,2010-12-01 08:45:00,2011-12-07 08:07:00,370
12584,1893.95,105.21944444444446,18,44,2011-03-04 15:15:00,2011-12-06 09:35:00,276
12585,1982.81,495.7025,4,77,2010-12-23 12:58:00,2011-04-19 13:39:00,117
12586,179.94000000000003,89.97,2,12,2010-12-06 09:31:00,2011-11-22 16:24:00,351
12587,144.0,144.0,1,4,2011-12-02 12:47:00,2011-12-02 12:47:00,0
12588,214.89999999999998,214.89999999999998,1,10,2011-10-31 15:01:00,2011-10-31 15:01:00,0
12589,646.68,323.34000000000003,2,29,2011-07-18 12:05:00,2011-11-11 10:19:00,115
12590,9861.38,3287.1266666666666,3,68,2011-05-12 14:46:00,2011-06-02 14:25:00,20
12591,452.84999999999997,452.84999999999997,1,26,2011-01-26 14:35:00,2011-01-26 14:35:00,0
12592,437.6,218.8,2,11,2011-05-10 13:44:00,2011-09-08 15:04:00,121
12593,418.09999999999997,139.36666666666665,3,14,2011-05-05 09:29:00,2011-08-23 12:43:00,110
12594,3320.2200000000003,301.83818181818185,11,50,2011-01-21 09:52:00,2011-11-02 12:20:00,285
12596,618.27,309.135,2,25,2011-04-11 13:22:00,2011-10-19 13:02:00,190
12597,3683.13,736.626,5,184,2011-03-16 14:00:00,2011-11-20 13:33:00,248
12598,3002.68,333.6311111111111,9,84,2011-02-28 11:58:00,2011-11-30 12:18:00,275
12599,1032.58,147.51142857142864,7,32,2011-02-08 13:28:00,2011-11-10 13:34:00,275
12600,2581.04,234.64,11,32,2010-12-03 12:57:00,2011-11-11 10:29:00,342
12601,569.5600000000001,94.92666666666668,6,21,2011-01-11 10:38:00,2011-06-03 10:17:00,142
12602,153.12,153.12,1,12,2011-10-12 11:22:00,2011-10-12 11:22:00,0
12603,739.1999999999999,739.1999999999999,1,2,2011-11-18 10:42:00,2011-11-18 10:42:00,0
12604,254.18,127.08999999999999,2,15,2011-03-23 12:06:00,2011-09-21 14:08:00,182
12605,-7.5,-7.5,1,3,2010-12-09 15:41:00,2010-12-09 15:41:00,0
12607,3.552713678800501e-15,0.0,2,101,2011-10-10 16:06:00,2011-10-12 16:17:00,2
12609,1126.85,375.61666666666673,3,57,2011-01-25 15:13:00,2011-09-22 16:34:00,240
12610,2057.99,293.99857142857144,7,85,2011-08-05 13:52:00,2011-11-17 09:34:00,103
12611,1193.32,1193.32,1,65,2011-10-18 13:12:00,2011-10-18 13:12:00,0
12612,643.59,321.795,2,19,2011-09-26 15:35:00,2011-10-13 12:12:00,16
12613,3218.98,536.4966666666667,6,124,2011-03-22 15:42:00,2011-11-08 13:30:00,230
12614,315.6,315.59999999999997,1,20,2011-03-07 10:22:00,2011-03-07 10:22:00,0
12615,2291.19,572.7974999999999,4,82,2011-06-24 13:35:00,2011-12-07 15:02:00,166
12616,657.25,131.45,5,25,2011-02-15 14:17:00,2011-09-15 17:02:00,212
12617,355.53,355.53000000000003,1,39,2011-11-10 14:39:00,2011-11-10 14:39:00,0
12618,177.31,177.31,1,11,2011-11-18 11:10:00,2011-11-18 11:10:00,0
12619,3214.81,247.29307692307697,13,50,2011-03-31 13:10:00,2011-11-23 14:52:00,237
12620,1339.41,446.47,3,89,2011-05-19 12:10:00,2011-11-25 10:20:00,189
12621,13612.07,591.8291304347825,23,261,2010-12-09 10:16:00,2011-12-08 11:25:00,364
12622,180.1,180.09999999999997,1,11,2011-04-21 16:39:00,2011-04-21 16:39:00,0
12623,305.1,305.1,1,18,2011-03-08 13:50:00,2011-03-08 13:50:00,0
12624,641.13,320.565,2,36,2011-06-15 12:34:00,2011-08-25 15:04:00,71
12625,2614.32,871.44,3,74,2011-01-24 13:27:00,2011-05-12 09:54:00,107
12626,6388.35,491.4115384615385,13,232,2011-01-17 11:01:00,2011-11-16 16:06:00,303
12627,4478.53,639.7900000000001,7,162,2011-07-22 13:59:00,2011-11-29 12:07:00,129
12628,769.61,192.4025,4,34,2011-10-06 09:28:00,2011-12-05 13:15:00,60
12630,1270.88,635.44,2,60,2011-10-27 10:41:00,2011-11-30 10:48:00,34
12631,640.5,640.5,1,31,2011-10-13 13:53:00,2011-10-13 13:53:00,0
12633,2140.63,428.12600000000003,5,73,2011-02-25 08:44:00,2011-10-12 11:40:00,229
12635,1689.18,844.5900000000001,2,96,2011-07-08 08:43:00,2011-09-11 11:04:00,65
12637,5953.25,595.325,10,205,2011-01-20 10:47:00,2011-10-03 13:46:00,256
12638,671.69,671.69,1,39,2011-11-06 13:11:00,2011-11-06 13:11:00,0
12639,486.1,486.1,1,22,2011-04-15 12:48:00,2011-04-15 12:48:00,0
12640,1174.58,391.52666666666664,3,47,2011-09-19 12:01:00,2011-11-16 11:52:00,57
12641,185.9,185.9,1,10,2011-08-16 13:26:00,2011-08-16 13:26:00,0
12642,1013.26,337.75333333333333,3,39,2011-08-24 09:23:00,2011-11-14 15:03:00,82
12643,3344.64,557.4399999999999,6,11,2011-01-11 11:48:00,2011-08-03 12:56:00,204
12644,477.91,477.90999999999997,1,31,2011-08-02 10:33:00,2011-08-02 10:33:00,0
12645,1755.38,351.076,5,58,2011-01-27 13:08:00,2011-11-06 12:38:00,282
12646,1346.97,673.485,2,43,2011-10-21 12:52:00,2011-12-05 10:14:00,44
12647,3669.92,282.3015384615385,13,78,2010-12-05 14:02:00,2011-11-17 12:56:00,346
12648,318.05,318.04999999999995,1,21,2011-07-08 11:55:00,2011-07-08 11:55:00,0
12649,603.71,150.9275,4,30,2010-12-09 14:42:00,2011-08-24 14:41:00,257
12650,314.44,314.44,1,20,2011-12-06 16:34:00,2011-12-06 16:34:00,0
12651,114.0,114.0,1,9,2011-01-09 12:46:00,2011-01-09 12:46:00,0
12652,914.53,457.265,2,48,2011-01-12 15:00:00,2011-01-21 17:01:00,9
12653,2209.85,1104.925,2,37,2011-02-16 10:53:00,2011-07-14 10:41:00,147
12654,601.98,120.39599999999999,5,31,2011-02-17 13:16:00,2011-11-29 10:10:00,284
12656,3982.72,497.84000000000003,8,89,2011-04-11 09:45:00,2011-11-22 13:42:00,225
12657,1152.06,230.41199999999998,5,35,2011-09-22 11:40:00,2011-11-28 15:47:00,67
12658,686.05,686.05,1,36,2011-11-21 10:22:00,2011-11-21 10:22:00,0
12659,91.68,91.68,1,5,2011-11-10 11:53:00,2011-11-10 11:53:00,0
12660,245.1,245.10000000000002,1,13,2011-11-28 13:26:00,2011-11-28 13:26:00,0
12662,3817.08,318.09,12,129,2010-12-01 13:04:00,2011-12-09 11:59:00,372
12664,4863.88,486.38800000000003,10,10,2011-01-21 11:42:00,2011-12-01 17:07:00,314
12665,61.75,30.875,2,3,2011-01-12 09:41:00,2011-01-19 08:34:00,6
12666,-227.44,-227.44,1,2,2010-12-15 14:42:00,2010-12-15 14:42:00,0
12667,620.13,620.1300000000001,1,33,2011-10-12 17:00:00,2011-10-12 17:00:00,0
12668,3743.18,623.8633333333333,6,115,2010-12-19 12:46:00,2011-12-02 15:10:00,348
12669,1607.73,401.9325,4,98,2011-03-28 10:15:00,2011-07-12 09:54:00,105
12670,2986.15,497.6916666666666,6,58,2011-04-21 10:16:00,2011-11-29 15:23:00,222
12672,225.89999999999998,225.9,1,10,2011-01-14 09:20:00,2011-01-14 09:20:00,0
12673,610.52,305.26,2,42,2011-01-17 11:46:00,2011-12-04 13:55:00,321
12674,1919.31,274.1871428571428,7,52,2011-05-16 09:10:00,2011-11-28 12:22:00,196
12676,1331.39,221.89833333333334,6,33,2011-02-01 15:41:00,2011-11-15 12:25:00,286
12678,17588.26,1352.943076923077,13,105,2010-12-21 11:00:00,2011-10-28 13:04:00,311
12679,1058.67,117.63000000000001,9,45,2011-03-01 12:26:00,2011-10-18 13:43:00,231
12680,862.81,215.70250000000004,4,33,2011-08-18 15:44:00,2011-12-09 12:50:00,112
12681,13677.59,506.5774074074074,27,267,2010-12-07 10:08:00,2011-11-25 11:35:00,353
12682,12288.22,396.39419354838714,31,209,2010-12-03 13:59:00,2011-12-06 10:00:00,367
12683,8221.09,411.0545,20,177,2010-12-09 10:37:00,2011-12-05 16:31:00,361
12684,2283.63,326.23285714285714,7,61,2011-05-10 12:55:00,2011-12-02 09:53:00,205
12685,2863.08,477.18,6,117,2011-09-07 10:28:00,2011-11-11 13:46:00,65
12686,89.14,89.14,1,7,2010-12-03 09:51:00,2010-12-03 09:51:00,0
12688,4873.8099999999995,4873.8099999999995,1,171,2011-08-18 08:49:00,2011-08-18 08:49:00,0
12689,1247.61,623.805,2,57,2011-08-04 10:04:00,2011-11-14 08:31:00,101
12690,389.01,389.01,1,16,2011-05-18 09:09:00,2011-05-18 09:09:00,0
12691,1035.8,172.63333333333333,6,21,2010-12-17 14:46:00,2011-11-11 16:49:00,329
12693,830.96,138.4933333333333,6,35,2011-01-24 12:58:00,2011-08-11 09:16:00,198
12694,869.67,434.835,2,32,2011-06-09 17:48:00,2011-09-30 13:06:00,112
12695,582.1,145.525,4,23,2011-05-13 13:15:00,2011-12-02 13:22:00,203
12697,939.02,187.804,5,37,2011-06-23 15:44:00,2011-11-18 16:17:00,148
12700,4867.99,811.3316666666666,6,193,2011-05-08 16:10:00,2011-12-02 10:49:00,207
12701,797.71,398.855,2,50,2011-04-11 13:02:00,2011-09-21 10:47:00,162
12702,219.0,219.0,1,12,2011-11-20 10:36:00,2011-11-20 10:36:00,0
12703,274.7,137.35,2,21,2011-09-29 17:52:00,2011-10-06 19:23:00,7
12704,2220.84,222.08399999999997,10,64,2011-06-23 10:20:00,2011-12-02 13:15:00,162
12705,6814.24,486.7314285714286,14,228,2010-12-17 15:58:00,2011-11-24 13:17:00,341
12707,603.42,603.42,1,33,2011-02-21 08:38:00,2011-02-21 08:38:00,0
12708,2616.32,163.51999999999998,16,86,2010-12-06 10:43:00,2011-11-10 09:52:00,338
12709,9294.1,357.4653846153846,26,103,2010-12-08 09:49:00,2011-12-06 16:42:00,363
